0.000000,3.250000
1.000000,2.950000
2.000000,6.750000
3.000000,1.300000
4.000000,3.700000
5.000000,3.150000
6.000000,2.050000
7.000000,2.850000
8.000000,4.700000
9.000000,1.350000
10.000000,5.650000
11.000000,7.750000
12.000000,15.850000
13.000000,7.450000
14.000000,13.200000
15.000000,11.800000
16.000000,11.350000
17.000000,9.750000
18.000000,14.000000
19.000000,7.650000
20.000000,2.550000
21.000000,5.650000
22.000000,8.850000
23.000000,8.800000
24.000000,12.050000
25.000000,8.950000
26.000000,4.250000
27.000000,3.150000
28.000000,1.900000
29.000000,2.700000
30.000000,2.250000
31.000000,3.650000
32.000000,3.350000
33.000000,3.300000
34.000000,1.450000
35.000000,4.200000
36.000000,1.800000
37.000000,6.900000
38.000000,2.200000
39.000000,9.150000
40.000000,4.400000
41.000000,2.200000
42.000000,1.700000
43.000000,1.850000
44.000000,3.250000
45.000000,5.050000
46.000000,2.550000
47.000000,4.600000
48.000000,1.800000
49.000000,13.400000
50.000000,5.800000
51.000000,5.450000
52.000000,1.300000
53.000000,9.600000
54.000000,3.300000
55.000000,3.900000
56.000000,1.450000
57.000000,1.400000
58.000000,2.050000
59.000000,6.950000
60.000000,1.650000
61.000000,4.350000
62.000000,1.900000
63.000000,1.800000
64.000000,3.050000
65.000000,2.600000
66.000000,1.350000
67.000000,4.050000
68.000000,1.200000
69.000000,2.050000
70.000000,1.300000
71.000000,1.950000
72.000000,2.000000
73.000000,4.450000
74.000000,1.750000
75.000000,2.000000
76.000000,3.100000
77.000000,5.400000
78.000000,1.450000
79.000000,3.700000
80.000000,1.500000
81.000000,1.850000
82.000000,1.300000
83.000000,1.500000
84.000000,1.300000
85.000000,2.650000
86.000000,1.850000
87.000000,2.850000
88.000000,1.100000
89.000000,2.650000
90.000000,2.700000
91.000000,2.050000
92.000000,2.250000
93.000000,3.250000
94.000000,1.550000
95.000000,1.850000
96.000000,4.550000
97.000000,1.550000
98.000000,1.450000
99.000000,5.850000
100.000000,2.050000
101.000000,2.600000
102.000000,4.450000
103.000000,6.100000
104.000000,3.900000
105.000000,6.750000
106.000000,1.450000
107.000000,1.150000
108.000000,1.700000
109.000000,3.050000
110.000000,2.650000
111.000000,2.700000
112.000000,6.150000
113.000000,1.600000
114.000000,1.400000
115.000000,1.350000
116.000000,9.450000
117.000000,3.100000
118.000000,2.100000
119.000000,3.200000
120.000000,1.800000
121.000000,1.600000
122.000000,4.450000
123.000000,3.000000
124.000000,1.550000
125.000000,5.050000
126.000000,1.950000
127.000000,2.550000
128.000000,1.650000
129.000000,1.250000
130.000000,2.750000
131.000000,5.000000
132.000000,1.350000
133.000000,1.350000
134.000000,1.250000
135.000000,8.850000
136.000000,4.050000
137.000000,4.350000
138.000000,10.550000
139.000000,6.950000
140.000000,6.750000
141.000000,11.150000
142.000000,2.150000
143.000000,2.150000
144.000000,4.850000
145.000000,4.650000
146.000000,1.600000
147.000000,1.500000
148.000000,1.200000
149.000000,1.500000
150.000000,2.550000
151.000000,4.050000
152.000000,9.700000
153.000000,2.050000
154.000000,1.650000
155.000000,4.100000
156.000000,5.150000
157.000000,2.650000
158.000000,1.300000
159.000000,1.400000
160.000000,1.600000
161.000000,1.350000
162.000000,1.600000
163.000000,3.850000
164.000000,1.300000
165.000000,1.100000
166.000000,5.350000
167.000000,1.150000
168.000000,2.650000
169.000000,1.250000
170.000000,1.900000
171.000000,4.050000
172.000000,3.100000
173.000000,1.500000
174.000000,5.350000
175.000000,1.100000
176.000000,1.400000
177.000000,1.950000
178.000000,8.950000
179.000000,6.900000
180.000000,5.600000
181.000000,10.850000
182.000000,8.250000
183.000000,7.350000
184.000000,7.100000
185.000000,6.900000
186.000000,1.450000
187.000000,4.500000
188.000000,9.050000
189.000000,1.500000
190.000000,9.650000
191.000000,4.650000
192.000000,7.700000
193.000000,6.400000
194.000000,2.400000
195.000000,5.150000
196.000000,4.550000
197.000000,3.650000
198.000000,1.150000
199.000000,1.150000
200.000000,2.300000
201.000000,5.450000
202.000000,6.200000
203.000000,1.850000
204.000000,1.250000
205.000000,1.150000
206.000000,6.700000
207.000000,1.050000
208.000000,3.700000
209.000000,5.600000
210.000000,3.850000
211.000000,1.100000
212.000000,2.350000
213.000000,1.850000
214.000000,1.650000
215.000000,1.400000
216.000000,1.150000
217.000000,1.750000
218.000000,3.800000
219.000000,4.350000
220.000000,4.450000
221.000000,1.400000
222.000000,1.300000
223.000000,1.150000
224.000000,1.100000
225.000000,2.150000
226.000000,2.000000
227.000000,2.900000
228.000000,1.550000
229.000000,4.950000
230.000000,1.600000
231.000000,1.150000
232.000000,2.100000
233.000000,3.550000
234.000000,1.100000
235.000000,4.950000
236.000000,1.700000
237.000000,1.400000
238.000000,1.150000
239.000000,1.200000
240.000000,1.700000
241.000000,1.600000
242.000000,1.600000
243.000000,1.250000
244.000000,1.100000
245.000000,1.100000
246.000000,1.200000
247.000000,1.100000
