0.000000,3.000000
1.000000,3.550000
2.000000,7.000000
3.000000,4.900000
4.000000,4.450000
5.000000,3.550000
6.000000,3.400000
7.000000,3.300000
8.000000,3.200000
9.000000,4.700000
10.000000,1.800000
11.000000,3.200000
12.000000,2.300000
13.000000,4.250000
14.000000,2.500000
15.000000,3.700000
16.000000,2.450000
17.000000,2.950000
18.000000,2.250000
19.000000,3.150000
20.000000,5.200000
21.000000,4.000000
22.000000,1.200000
23.000000,4.100000
24.000000,2.350000
25.000000,2.450000
26.000000,3.500000
27.000000,1.650000
28.000000,4.200000
29.000000,3.050000
30.000000,2.350000
31.000000,3.250000
32.000000,4.000000
33.000000,4.700000
34.000000,4.550000
35.000000,1.850000
36.000000,6.200000
37.000000,1.150000
38.000000,1.100000
39.000000,5.200000
40.000000,3.900000
41.000000,2.900000
42.000000,4.150000
43.000000,2.750000
44.000000,5.150000
45.000000,2.700000
46.000000,2.600000
47.000000,4.800000
48.000000,1.600000
49.000000,1.650000
50.000000,3.200000
51.000000,1.050000
52.000000,3.450000
53.000000,3.600000
54.000000,2.500000
55.000000,1.150000
56.000000,1.600000
57.000000,2.150000
58.000000,1.250000
59.000000,1.300000
60.000000,2.400000
61.000000,1.850000
