0.000000,2.370000,2.708000,3.127000,3.515000,3.884000,4.223000,4.866000,5.068000,5.871000,6.044000,6.619000
1.000000,1.951000,2.265000,2.395000,2.917000,3.214000,3.364000,3.928000,4.028000,4.519000,5.092000,5.530000
2.000000,2.057000,2.276000,2.674000,3.082000,3.250000,3.591000,4.433000,4.710000,5.064000,5.638000,6.491000
3.000000,1.643000,1.903000,2.173000,2.346000,2.654000,3.204000,3.368000,3.637000,3.568000,4.302000,4.743000
4.000000,1.374000,1.402000,1.556000,1.655000,1.706000,1.926000,2.065000,2.195000,2.492000,2.553000,3.051000
5.000000,1.464000,1.496000,1.563000,1.859000,1.855000,2.055000,2.119000,2.661000,2.842000,2.834000,3.121000
6.000000,1.430000,1.558000,1.623000,1.895000,1.926000,2.194000,2.310000,2.464000,2.586000,2.985000,2.962000
7.000000,1.499000,1.717000,1.845000,1.998000,2.238000,2.490000,2.914000,2.948000,3.514000,3.991000,4.279000
8.000000,1.713000,1.891000,2.178000,2.431000,2.765000,3.190000,3.406000,3.792000,4.068000,4.321000,4.992000
9.000000,1.328000,1.354000,1.475000,1.667000,1.868000,2.039000,2.029000,2.341000,2.340000,2.962000,3.110000
10.000000,1.318000,1.401000,1.490000,1.598000,1.711000,1.908000,2.093000,2.355000,2.541000,2.546000,2.865000
11.000000,1.151000,1.176000,1.334000,1.440000,1.415000,1.441000,1.613000,1.702000,1.899000,1.964000,2.218000
12.000000,1.293000,1.354000,1.498000,1.499000,1.694000,1.776000,2.027000,2.269000,2.429000,2.357000,2.933000
13.000000,1.647000,1.913000,2.140000,2.462000,2.700000,2.693000,3.317000,3.788000,4.153000,4.321000,5.017000
14.000000,1.249000,1.382000,1.525000,1.559000,1.879000,2.026000,2.274000,2.335000,2.639000,2.746000,3.085000
15.000000,1.318000,1.393000,1.526000,1.716000,1.801000,1.972000,2.224000,2.336000,2.869000,2.913000,3.029000
16.000000,1.208000,1.259000,1.352000,1.378000,1.429000,1.521000,1.558000,1.642000,1.778000,1.825000,1.868000
17.000000,1.281000,1.408000,1.483000,1.655000,1.795000,1.848000,2.023000,2.464000,2.360000,2.806000,3.017000
18.000000,1.265000,1.345000,1.530000,1.752000,1.708000,1.934000,2.085000,2.383000,2.643000,2.608000,3.197000
19.000000,1.444000,1.563000,1.826000,2.000000,2.194000,2.354000,2.802000,2.837000,3.370000,3.609000,3.779000
20.000000,1.304000,1.391000,1.487000,1.641000,1.797000,1.921000,2.298000,2.277000,2.801000,2.562000,3.146000
21.000000,1.305000,1.412000,1.467000,1.729000,1.855000,1.906000,2.237000,2.424000,2.649000,2.785000,2.800000
22.000000,1.325000,1.387000,1.516000,1.685000,1.779000,1.880000,2.067000,2.344000,2.519000,2.740000,3.246000
23.000000,1.566000,1.706000,1.950000,2.186000,2.317000,2.663000,3.021000,3.194000,3.533000,3.569000,3.937000
24.000000,1.204000,1.451000,1.497000,1.558000,1.609000,1.749000,1.876000,2.172000,2.298000,2.524000,2.855000
25.000000,1.320000,1.371000,1.502000,1.611000,1.804000,1.798000,2.116000,2.182000,2.220000,2.453000,2.702000
26.000000,1.264000,1.329000,1.378000,1.563000,1.663000,1.824000,1.928000,2.064000,2.217000,2.381000,2.766000
27.000000,1.480000,1.631000,1.770000,2.080000,2.185000,2.464000,2.623000,2.870000,3.304000,3.521000,3.864000
28.000000,1.355000,1.539000,1.738000,1.841000,1.948000,2.290000,2.598000,2.907000,3.287000,3.274000,3.650000
29.000000,1.475000,1.642000,1.712000,1.985000,2.175000,2.374000,2.640000,2.774000,3.073000,3.554000,3.902000
30.000000,1.518000,1.655000,1.833000,2.236000,2.461000,2.574000,3.114000,3.221000,3.459000,3.744000,4.067000
31.000000,1.747000,1.985000,2.184000,2.309000,2.630000,2.855000,3.069000,3.548000,4.030000,4.321000,4.881000
32.000000,2.237000,2.349000,2.861000,3.332000,3.436000,3.835000,4.118000,4.472000,5.072000,5.630000,6.363000
33.000000,2.351000,2.793000,3.319000,3.640000,4.116000,4.466000,4.879000,5.485000,5.969000,6.527000,6.935000
